学名 withAuthor,和名,別名,ステータス,ID,発表年,,,,,,,,,,,,,,,,,,
Lupinus perennis L.,ハウチワマメ,ノボリフジ,標準,4780,1753,,,,,,,,,,,,,,,,,,
Robinia hispida L.,ハナエンジュ,ハナアカシア，ベニバナエンジュ,標準,4899,1767,,,,,,,,,,,,,,,,,,
Vigna marina (Burm.) Merr.,ハマアズキ,ハマササゲ,標準,4955,1917,,,,,,,,,,,,,,,,,,
Ormocarpum cochinchinense (Lour.) Merr.,ハマセンナ,ハマエンジュ,標準,4982,1910,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,ハリエンジュ,ニセアカシア,標準,5029,1753,,,,,,,,,,,,,,,,,,
Oxytropis retusa Matsum.,ヒダカミヤマノエンドウ,コダマソウ,標準,5139,1982,,,,,,,,,,,,,,,,,,
Vigna minima (Roxb.) Ohwi et H.Ohashi  var. minor (Matsum.) Tateishi,ヒナアズキ,コバノツルアズキ，ヒメハマアズキ,標準,5161,1969,,,,,,,,,,,,,,,,,,
Vigna minima (Roxb.) Ohwi et H.Ohashi  var. minima,ヒメツルアズキ,"ヤマツルアズキ, マンシュウツルアズキ",標準,5314,1969,,,,,,,,,,,,,,,,,,
Vicia venosa (Willd. ex Link) Maxim.  subsp. cuspidata (Maxim.) Y.Endo et H.Ohashi  var. subcuspidata Nakai,ヒメヨツバハギ,チョウセンヨツバハギ (Nakai 1914),標準,5384,1914,,,,,,,,,,,,,,,,,,
Albizia lebbeck (L.) Benth.,ビルマネム,ビルマゴウカン,標準,5431,1844,,,,,,,,,,,,,,,,,,
Vicia villosa Roth  subsp. villosa,ビロードクサフジ,シラゲクサフジ，ヘアリーベッチ,標準,5452,1793,,,,,,,,,,,,,,,,,,
Vicia japonica A.Gray,ヒロハクサフジ,ハマクサフジ,標準,5475,1858,,,,,,,,,,,,,,,,,,
Wisteria floribunda (Willd.) DC.,フジ,ノダフジ,標準,5560,1825,,,,,,,,,,,,,,,,,,
Uraria crinita (L.) Desv. ex DC.,フジボグサ,フジボハギ,標準,5593,1813,,,,,,,,,,,,,,,,,,
Phaseolus coccineus L.,ベニバナインゲン,ハナササゲ，ハナマメ,標準,5666,1753,,,,,,,,,,,,,,,,,,
Trifolium incarnatum L.,ベニバナツメクサ,ベニバナウマゴヤシ,標準,5670,1753,,,,,,,,,,,,,,,,,,
Uraria picta (Jacq.) Desv. ex DC.,ホソバフジボグサ,トンボフジボグサ,標準,5823,1813,,,,,,,,,,,,,,,,,,
Senna tora (L.) Roxb.,ホソミエビスグサ,ロッカクソウ，エビスグサモドキ，コエビスグサ,標準,5834,1832,,,,,,,,,,,,,,,,,,
Apios fortunei Maxim.,ホドイモ,ホド,標準,5855,1873,,,,,,,,,,,,,,,,,,
Lespedeza cyrtobotrya Miq.,マルバハギ,ミヤマハギ,標準,6012,1867,,,,,,,,,,,,,,,,,,
Ohwia caudata (Thunb.) H.Ohashi,ミソナオシ,ウジクサ,標準,6129,1999,,,,,,,,,,,,,,,,,,
Indigofera trifoliata L.,ミツバノコマツナギ,ナハエボシグサ (Tashiro ex Makino 1895),標準,6157,1756,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. thunbergii  f. thunbergii,ミヤギノハギ,リュウキュウハギ,標準,6196,1927,,,,,,,,,,,,,,,,,,
Glycine tabacina (Labill.) Benth.,ボウコツルマメ,ボウコヤブマメ,標準,6205,1864,,,,,,,,,,,,,,,,,,
Vicia bifolia Nakai,ミヤマタニワタシ,ニッコウタニワタシ、ニッコウハギ,標準,6273,1923,,,,,,,,,,,,,,,,,,
Medicago sativa L.,ムラサキウマゴヤシ,アルファルファ,標準,6400,1753,,,,,,,,,,,,,,,,,,
Bauhinia purpurea L.,ムラサキソシンカ,ムラサキモクワンジュ,標準,6411,1753,,,,,,,,,,,,,,,,,,
Trifolium pratense L.,ムラサキツメクサ,アカツメクサ，レッドクローバー,標準,6413,1753,,,,,,,,,,,,,,,,,,
Astragalus laxmannii Jacq.  var. adsurgens (Pall.) Kitag.,ムラサキモメンヅル,マンシュウモメンヅル,標準,6430,1943,,,,,,,,,,,,,,,,,,
Vigna radiata (L.) R.Wilczek,ヤエナリ,リョクズ，リョクトウ，ブンドウ,標準,6532,1954,,,,,,,,,,,,,,,,,,
Galactia tashiroi Maxim.  f. yaeyamensis (Ohwi) H.Ohashi,ヤエヤマハギカズラ,ヨナクニハギカズラ,標準,6556,1982,,,,,,,,,,,,,,,,,,
Amphicarpaea edgeworthii Benth.,ヤブマメ,ウスバヤブマメ,標準,6695,1852,,,,,,,,,,,,,,,,,,
Lespedeza bicolor Turcz.,ヤマハギ,エゾヤマハギ,標準,6778,1840,,,,,,,,,,,,,,,,,,
Cladrastis shikokiana (Makino) Makino,ユクノキ,ミヤマフジキ (Makino 1892),標準,6854,1901,,,,,,,,,,,,,,,,,,
Indigofera zollingeriana Miq.,リュウキュウコマツナギ,コウトウコマツナギ,標準,6940,1855,,,,,,,,,,,,,,,,,,
Lathyrus quinquenervius (Miq.) Litv.,レンリソウ,カマキリソウ,標準,7031,1932,,,,,,,,,,,,,,,,,,
Mucuna gigantea (Willd.) DC.,ワニグチモダマ,ミドリモダマ，ムニンモダマ,標準,7062,1825,,,,,,,,,,,,,,,,,,
Samanea saman (Jacq.) Merr.,アメリカネムノキ,アメリカネム,標準,10061,1916,,,,,,,,,,,,,,,,,,
Securigera varia (L.) P.Lassen,タマザキクサフジ,タマザキフジ,標準,10103,1989,,,,,,,,,,,,,,,,,,
Sesbania cannabina (Retz.) Poir.,キバナツノクサネム,ツノクサネム， デンセイ,標準,10107,1806,,,,,,,,,,,,,,,,,,
Lathyrus odoratus L.,スイートピー,ジャコウエンドウ,標準,10214,1753,,,,,,,,,,,,,,,,,,
Lupinus polyphyllus Lindl.,タヨウハウチワマメ,シュッコンルピナス， ワシントンルピナス,標準,10222,1827,,,,,,,,,,,,,,,,,,
Acacia longifolia (Andrews) Willd.,ナガバアカシア,ヤナギバアカシア,標準,10659,1806,,,,,,,,,,,,,,,,,,
Vachellia nilotica (L.) P.J.H.Hurter et Mabb.,アラビアアカシア,アラビアゴムモドキ,標準,10970,2008,,,,,,,,,,,,,,,,,,
Senegalia senegal (L.) Britton,アラビアゴムノキ,アフリカゴムノキ (Nemoto 1936),標準,10971,1930,,,,,,,,,,,,,,,,,,
Acacia baileyana F.Muell.,ギンヨウアカシア,ハナアカシア,標準,10973,1888,,,,,,,,,,,,,,,,,,
Acacia dealbata Link,フサアカシア,"ワットルジュ, ハナアカシア",標準,10974,1822,,,,,,,,,,,,,,,,,,
Acacia cultriformis A.Cunn. ex G.Don,サンカクアカシア,サンカクバアカシア,標準,10976,1832,,,,,,,,,,,,,,,,,,
Acacia melanoxylon R.Br.,メラノキシロンアカシア,"ブラックウッドアカシア, クロキアカシア",標準,10979,1813,,,,,,,,,,,,,,,,,,
Senegalia catechu (L.f.) P.J.H.Hurter et Mabb.,ペグノキ,"アセンヤク, アセンヤクノキ",標準,10981,2008,,,,,,,,,,,,,,,,,,
Acacia confusa Merr.,ソウシジュ,"タイワンアカシア, タイワンゴウカン",標準,10982,1910,,,,,,,,,,,,,,,,,,
Erythrina crista-galli L. 'Maruba-deigo',マルバデイゴ,マルバデイコ,標準,11042,0,,,,,,,,,,,,,,,,,,
Lupinus micranthus Guss.,ケハウチワマメ,"カサバルピナス， ケノボリフジ, ムレガラカサ",標準,11095,1753,,,,,,,,,,,,,,,,,,
Wisteriopsis reticulata (Benth.) J.Compton et Schrire,ムラサキナツフジ,サクコウ,標準,13288,2019,,,,,,,,,,,,,,,,,,
Derris ferruginea Benth.,ナガミシイノキカズラ,インドトバ,標準,13291,1852,,,,,,,,,,,,,,,,,,
Pueraria lobata (Willd.) Ohwi  subsp. thomsonii (Benth.) H.Ohashi et Tateishi,アマクズ,"シナクズ, シナノクズ",標準,13295,1988,,,,,,,,,,,,,,,,,,
Trigonella foenum-graecum L.,コロハ,フェヌグリーク,標準,13300,1753,,,,,,,,,,,,,,,,,,
Cajanus cajan (L.) Huth,キマメ,リュウキュウマメ,標準,13318,1893,,,,,,,,,,,,,,,,,,
Trifolium fragiferum L.,ツメクサダマシ,ストロベリークローバー,標準,13366,1753,,,,,,,,,,,,,,,,,,
Tamarindus indica L.,タマリンド,チョウセンモダマ，酸豆,標準,13387,1753,,,,,,,,,,,,,,,,,,
Haematoxylum campechianum L.,ロッグウッド,アカミノキ,標準,13388,1753,,,,,,,,,,,,,,,,,,
Cassia fistula L.,ナンバンサイカチ,ゴールデンシャワー,標準,13390,1753,,,,,,,,,,,,,,,,,,
Cassia javanica L.,ジャワセンナ,"ピンクシャワー, コチョウセンナ",標準,13406,1753,,,,,,,,,,,,,,,,,,
Cassia grandis L.f.,ウマセンナ,モモイロナンバンサイカチ (Ishii 1944),標準,13407,1782,,,,,,,,,,,,,,,,,,
Phanera championii Benth.,キッカボク,タイワンハカマカズラ,標準,13411,1852,,,,,,,,,,,,,,,,,,
"Paubrasilia echinata (Lam.) Gagnon, H.C.Lima et G.P.Lewis",ブラジルボク,ペルナンブコ,標準,13417,2016,,,,,,,,,,,,,,,,,,
Calliandra eriophylla Benth.,ベニゴウカン,ヒゴウカン，ヒネム,標準,13420,1844,,,,,,,,,,,,,,,,,,
Desmodium obtusum (Muhl. ex Willd.) DC.,アメリカヌスビトハギ,ヒメヌスビトハギ,標準,13670,1825,,,,,,,,,,,,,,,,,,
Melilotus officinalis (L.) Pall.  subsp. suaveolens (Ledeb.) H.Ohashi,シナガワハギ,エビラハギ,標準,13674,2001,,,,,,,,,,,,,,,,,,
Apios americana Medik.,アメリカホド,アメリカホドイモ (Onuma 1895),標準,13681,1787,,,,,,,,,,,,,,,,,,
Psophocarpus tetragonolobus (L.) DC.,シカクマメ,トウサイ，ハネミササゲ,標準,14337,1825,,,,,,,,,,,,,,,,,,
Senegalia rugata (Lam.) Britton et Rose,オキナワネム,サボンアカシア,標準,15653,1928,,,,,,,,,,,,,,,,,,
Bauhinia acuminata L.,モクワンジュ,キワンジュ,標準,15657,1753,,,,,,,,,,,,,,,,,,
"Chamaecrista garambiensis (Hosok.) H.Ohashi, Tateishi et T.Nemoto",ガランビネムチャ,"リュウキュウカワラケツメイ, オキナワカワラケツメイ",標準,15660,1988,,,,,,,,,,,,,,,,,,
Senna alexandrina Mill.,アレクサンドリアセンナ,センナ，ホソバセンナ,標準,15663,1768,,,,,,,,,,,,,,,,,,
Senna didymobotrya (Fresen.) H.S.Irwin et Barneby,フタホセンナ,コヤシセンナ,標準,15669,1982,,,,,,,,,,,,,,,,,,
Senna siamea (Lam.) H.S.Irwin et Barneby,タガヤサン,テットウボク,標準,15677,1982,,,,,,,,,,,,,,,,,,
Senna hirsuta (L.) H.S.Irwin et Barneby,ケセンナ,タヌキハブソウ,標準,15678,1979,,,,,,,,,,,,,,,,,,
Senna sophera (L.) Roxb.,オオバノセンナ,オオバセンナ，ホソバハブソウ,標準,15679,1832,,,,,,,,,,,,,,,,,,
Senna surattensis (Burm.f.) H.S.Irwin et Barneby,モクセンナ,キダチセンナ,標準,15680,1982,,,,,,,,,,,,,,,,,,
Calliandra haematocephala Hassk.,オオベニゴウカン,アカバナブラシマメ,標準,15684,1855,,,,,,,,,,,,,,,,,,
Crotalaria incana L.,コウシュンタヌキマメ,"ケタヌキマメ (Hatusima 1971), インカタヌキマメ (Nakajima 1972)",標準,15691,1753,,,,,,,,,,,,,,,,,,
Crotalaria juncea L.,サンヘンプ,クロタラリア，サンマ，コヤシタヌキマメ,標準,15692,1753,,,,,,,,,,,,,,,,,,
Crotalaria pallida Aiton  var. obovata (G.Don) Polhill,オオミツバタヌキマメ,キバナハギ,標準,15693,1968,,,,,,,,,,,,,,,,,,
Crotalaria uncinella Lam.  subsp. elliptica (Roxb.) Polhill,エダウチタヌキマメ,ダエンタヌキマメ,標準,15694,1971,,,,,,,,,,,,,,,,,,
Dalbergia sissoo Roxb. ex DC.,シッソノキ,シッソーシタン,標準,15696,1825,,,,,,,,,,,,,,,,,,
Lens culinaris Medik.,レンズマメ,ヒラマメ,標準,15706,1787,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. satsumensis (Nakai) H.Ohashi,サツマハギ,ナンゴクチョウセンヤマハギ,標準,15709,2001,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. patens (Nakai) H.Ohashi,ケハギ,ウワゲケハギ,標準,15711,2001,,,,,,,,,,,,,,,,,,
Millettia pachycarpa Benth.,ドクフジ,トバ,標準,15717,1852,,,,,,,,,,,,,,,,,,
Sesbania grandiflora (L.) Poir.,シロゴチョウ,アカゴチョウ,広義,15720,1806,,,,,,,,,,,,,,,,,,
Sesbania sesban (L.) Merr.,キダチデンセイ,インドデンセイ,標準,15721,1912,,,,,,,,,,,,,,,,,,
Tephrosia candida DC.,キダチナンバンクサフジ,シロバナナンバンクサフジ,標準,15725,1825,,,,,,,,,,,,,,,,,,
Trifolium medium L.,オオバノアカツメクサ,オオバアカツメクサ,標準,15727,1759,,,,,,,,,,,,,,,,,,
Cullen corylifolius (L.) Medik.,オランダビユ,ハコシ,標準,15730,1787,,,,,,,,,,,,,,,,,,
Ornithopus sativus Brot.,ツノウマゴヤシ,セラデラ,標準,15731,1804,,,,,,,,,,,,,,,,,,
Medicago scutellata (L.) Mill.,ウズマキウマゴヤシ,カギュウソウ,標準,15732,1768,,,,,,,,,,,,,,,,,,
Medicago ciliaris (L.) All.,トゲミノウマゴヤシ,トゲミウマゴヤシ,標準,15733,1785,,,,,,,,,,,,,,,,,,
Vicia sativa L.  subsp. nigra (L.) Ehrh.,ヤハズエンドウ,カラスノエンドウ,標準,15739,1780,,,,,,,,,,,,,,,,,,
Senna occidentalis (L.) Link,ハブソウ,オオハブソウ，クサセンナ,標準,17111,1831,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. patens (Nakai) H.Ohashi  f. sericea (Matsum.) H.Ohashi,タテヤマハギ,オオミヤマハギ (Honda 1930),標準,17974,2001,,,,,,,,,,,,,,,,,,
Lotus subbiflorus Lag.,ケミヤコグサ,セイヨウケミヤコグサ，セイヨウヒメミヤコグサ (Asai 1987),標準,18169,1805,,,,,,,,,,,,,,,,,,
Hedysarum vicioides Turcz.  subsp. japonicum (B.Fedtsch.) B.H.Choi et H.Ohashi  var. japonicum (B.Fedtsch.) B.H.Choi et H.Ohashi  f. pilosum (Ohwi) Kitag.,ケイワオウギ,サヤゲイワオウギ,標準,18197,1958,,,,,,,,,,,,,,,,,,
Trifolium repens L.  f. giganteum Lagreze-Fossat,オオシロツメクサ,ラジノクローバー,標準,18201,,,,,,,,,,,,,,,,,,,
Lespedeza melanantha Nakai  f. rosea Nakai,ベニクロバナキハギ,"ヤクシマハギ, チャボクロバナキハギ(Nakai 1935: 349)",標準,18244,1939,,,,,,,,,,,,,,,,,,
Crotalaria micans Link,アメリカタヌキマメ,キダチタヌキマメ,標準,18430,1822,,,,,,,,,,,,,,,,,,
Vicia sativa L.  subsp. nigra (L.) Ehrh.  f. normalis (Makino) Kitam.,ツルナシヤハズエンドウ,ツルナシカラスノエンドウ,標準,19719,1962,,,,,,,,,,,,,,,,,,
Vicia grandiflora Scop.,キバナカラスノエンドウ,キバナノカラスノエンドウ,標準,19826,1772,,,,,,,,,,,,,,,,,,
Vicia japonica A.Gray  var. pallida (Trautv.) H.Hara,ナガボヒロハクサフジ,ヒカゲクサフジ (Kitagawa 1979),標準,20219,1979,,,,,,,,,,,,,,,,,,
Lathyrus palustris L.  var. palustris,セイヨウレンリソウ,コレンリソウ,標準,20225,1753,,,,,,,,,,,,,,,,,,
Crotalaria pallida Aiton,オオミツバタヌキマメ,キバナハギ,広義,22597,1789,,,,,,,,,,,,,,,,,,
Lupinus mutabilis Sweet,マダラハウチワマメ,ザッショクノボリフジ,標準,22615,1829,,,,,,,,,,,,,,,,,,
Lupinus nanus Dougl. ex Benth.,チャボハウチワマメ,ワイセイノボリフジ,標準,22616,1835,,,,,,,,,,,,,,,,,,
Trifolium pratense L.  f. albiflorum Alef.,シロバナアカツメクサ,セッカツメクサ,標準,22627,,,,,,,,,,,,,,,,,,,
Astragalus shinanensis Ohwi,タイツリオウギ,エゾノタイツリオウギ,標準,23815,1936,,,,,,,,,,,,,,,,,,
Lespedeza bicolor Turcz.  f. albiflora Matsum.,シロバナヤマハギ,シロバナエゾヤマハギ,標準,23819,1988,,,,,,,,,,,,,,,,,,
Lespedeza homoloba Nakai  f. luteiflora Akasawa,シロバナツクシハギ,キバナツクシハギ (Akasawa 1974)，キバナノヒガンハギ (Akasawa 1974),標準,23821,1974,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. thunbergii  f. alba (Nakai) H.Ohashi et K.Ohashi,シラハギ,シロバナチョウセンヤマハギ，シロバナビッチュウヤマハギ,標準,23824,2011,,,,,,,,,,,,,,,,,,
Lespedeza buergeri Miq.  f. albiflora Honda,シロバナキハギ,シロバナマルバキハギ,標準,23827,1932,,,,,,,,,,,,,,,,,,
Trifolium striatum L.,ハクモウアカツメクサ,ナカヨシツメクサ,標準,28092,1753,,,,,,,,,,,,,,,,,,
Lathyrus palustris L.  var. pilosus (Cham.) Ledeb.,エゾノレンリソウ,ヤチエンドウ，ヒメレンリソウ (Kudo 1924),標準,28196,1842,,,,,,,,,,,,,,,,,,
Hedysarum vicioides Turcz.,イワオウギ,タテヤマオウギ,広義,28356,1840,,,,,,,,,,,,,,,,,,
Medicago lupulina L.  var. glandulosa Mert. et W.D.J.Koch,ネバリコメツブウマゴヤシ,ネバリコメツブウマゴヤシ,標準,28644,,,,,,,,,,,,,,,,,,,
Crotalaria alata Buch.-Ham. ex D.Don,ヤハズマメ,ハギタヌキマメ,標準,29027,1825,,,,,,,,,,,,,,,,,,
Laburnum anagyroides Medik.,キバナフジ,キングサリ，キンレンカ,標準,29029,1787,,,,,,,,,,,,,,,,,,
Caragana microphylla Lam.,コバノムレスズメ,アオムレスズメ (Kitagawa 1939),標準,29342,1785,,,,,,,,,,,,,,,,,,
Dalbergia benthamii Prain,ツルサイカチ,ハネノミカズラ,標準,29345,1898,,,,,,,,,,,,,,,,,,
Caesalpinia pulcherrima (L.) Sw.,オウゴチョウ,オオゴチョウ,標準,29728,1791,,,,,,,,,,,,,,,,,,
Campylotropis macrocarpa (Bunge) Rehder  var. hupehensis (Pamp.) Iokawa et H.Ohashi,トンポハギ,タカサゴハギ,標準,29730,2002,,,,,,,,,,,,,,,,,,
Hardenbergia monophylla (Vent.) Benth.,ヒトツバマメ,"ツルヒトツバ, ムラサキツルマメ",標準,29742,1837,,,,,,,,,,,,,,,,,,
Lespedeza thunbergii (DC.) Nakai  subsp. thunbergii  f. angustifolia (Nakai) Ohwi,ビッチュウヤマハギ,"ニシキハギ, チョウセンヤマハギ, ホソバチョウセンヤマハギ",標準,29859,1965,,,,,,,,,,,,,,,,,,
Saraca asoca (Roxb.) J.J.De Wilde,ムユウジュ,アソカノキ,標準,29938,1967,,,,,,,,,,,,,,,,,,
Pithecellobium dulce (Roxb.) Benth.,キンキジュ,マニラタマリンド,標準,31481,1844,,,,,,,,,,,,,,,,,,
Entada phaseoloides (L.) Merr.,ヒメモダマ,コウシュンモダマ,標準,31934,1914,,,,,,,,,,,,,,,,,,
Vicia venosa (Willd. ex Link) Maxim.  subsp. cuspidata (Maxim.) Y.Endo et H.Ohashi,エビラフジ,オオバエビラフジ,広義,31943,2001,,,,,,,,,,,,,,,,,,
Lotus corniculatus L.  subsp. japonicus (Regel) H.Ohashi,ミヤコグサ,エボシグサ,標準,31956,2001,,,,,,,,,,,,,,,,,,
Vigna minima (Roxb.) Ohwi et H.Ohashi,ヒナアズキ,コバノツルアズキ,広義,31976,1969,,,,,,,,,,,,,,,,,,
Vigna vexillata (L.) A.Rich.,アカササゲ,サクヤアカササゲ,広義,31981,1845,,,,,,,,,,,,,,,,,,
Gleditsia rolfei S.Vidal,タイワンサイカチ,シマサイカチ,標準,32354,1886,,,,,,,,,,,,,,,,,,
Lespedeza inschanica (Maxim.) Schindl.,カラメドハギ,チュウカメドハギ (Hatusima 2004),標準,32437,1913,,,,,,,,,,,,,,,,,,
Inocarpus fagifer (Parkins.) Fosberg,タイヘイヨウグルミ,タイヘイヨウクルミ,標準,33167,1941,,,,,,,,,,,,,,,,,,
Pterocarpus indicus Willd.,インドシタン,インドカリン,標準,33884,1803,,,,,,,,,,,,,,,,,,
Indigofera linifolia (L.f.) Retz.,ホソバコマツナギ,ヒメコマツナギ,標準,35600,1786,,,,,,,,,,,,,,,,,,
Galactia tenuiflora (Klein ex Willd.) Wight et Arn.,コバナハギカズラ,ウスバハギカズラ,標準,35626,1834,,,,,,,,,,,,,,,,,,
Oxytropis oxyphylla (Pall.) DC.,クルマバゲンゲ,イワゲンゲ,標準,36299,1802,,,,,,,,,,,,,,,,,,
Albizia procera (Roxb.) Benth.,タイワンネム,タイワンネムノキ,標準,36343,1844,,,,,,,,,,,,,,,,,,
Alysicarpus bupleurifolius (L.) DC.,ナガバタケハギ,オオバタケハギ,標準,36356,1825,,,,,,,,,,,,,,,,,,
Astragalus nokoensis Sasaki,キバナゲンゲ,キバナノレンゲソウ,標準,36360,1931,,,,,,,,,,,,,,,,,,
Christia campanulata (Benth.) Thoth.,タイワンフジボグサ,トンボフジボグサ,標準,36362,1963,,,,,,,,,,,,,,,,,,
Crotalaria albida B.Heyne ex Roth,シロタヌキマメ,ホザキタヌキマメ,標準,36365,1821,,,,,,,,,,,,,,,,,,
Crotalaria chinensis L.,タイワンタヌキマメ,アコウタヌキマメ (Ito 1927),標準,36367,1759,,,,,,,,,,,,,,,,,,
Crotalaria spectabilis Roth,,オオバタヌキマメ,標準,36373,1821,,,,,,,,,,,,,,,,,,
Dysolobium pilosum (J.G.Klein ex Willd.) Maréchal,ケハマササゲ,タイワンフジマメ，コバノフジマメ,標準,36396,1977,,,,,,,,,,,,,,,,,,
Indigofera galegoides DC.,マンスコマツナギ,マンスウコマツナギ,標準,36407,1825,,,,,,,,,,,,,,,,,,
Lespedeza chinensis G.Don,タママキエハギ,ウラジロマキエハギ，トウメドハギ (Hatusima 2004),標準,36415,1832,,,,,,,,,,,,,,,,,,
Teramnus labialis (L.f.) Spreng.,ナンバンヤブマメ,ヒロハノナンバンヤブマメ (Hosokawa 1932),標準,36467,1826,,,,,,,,,,,,,,,,,,
Lespedeza daurica (Laxm.) Schindl.  var. prostrata S.Wang et P.Y.Fu,ハイオオバメドハギ,ハイオオメドハギ (Kitagawa 1979),標準,38758,1955,,,,,,,,,,,,,,,,,,
Oxytropis campestris (L.) DC.,リシリゲンゲ,"タカネオウギ, クモマオウギ (Miyabe & Miyake 1915)",標準,38891,1802,,,,,,,,,,,,,,,,,,
Medicago ruthenica (L.) Trautv.,マンシュウウマゴヤシ,キバナウマゴヤシ,標準,38927,1753,,,,,,,,,,,,,,,,,,
Gueldenstaedtia verna (Georgi) Boriss.,ヒナゲンゲ,イヌゲンゲ,標準,38928,1953,,,,,,,,,,,,,,,,,,
Vicia venosa (Willd. ex Link) Maxim.  subsp. venosa  var. albiflora (Turcz.) Maxim.,オオバノヨツバハギ,イヌヨツバハギ，サルブトハギ，オオヨツバハギ,標準,38937,1872,,,,,,,,,,,,,,,,,,
Gleditsia japonica Miq.  var. koraiensis Nakai  f. inarmata Nakai,トゲナシチョウセンサイカチ,チョウセントゲナシサイカチ,標準,38970,1952,,,,,,,,,,,,,,,,,,
